id,ticker,dividend_yield,predicted_high,predicted_low,is_odd,last_updated,company_name,total_dividend_2025,previous_close,live_price_2026,base_yield,live_yield,sector,last_mined,last_live_update,pe_ratio,payout_ratio,pbv,roe,beta
417,SSMS.JK,3.59,,,false,2026-03-06 06:55:05.441573+00,Sawit Sumbermas Sarana Tbk.,47.24,1315,,,,,2026-03-13 16:40:58.453391+00,,10.333988,37.14,3.896989,40.87,0.026
418,SSTM.JK,0,,,false,2026-03-06 06:55:06.809058+00,Sunson Textile Manufacture Tbk,0,545,,,,,2026-03-13 16:40:59.025554+00,,13.839864,,2.8500607,-10.18,0.056
419,STAR.JK,0,,,false,2026-03-06 06:55:08.108882+00,Buana Artha Anugerah Tbk.,0,600,,,,,2026-03-13 16:40:59.584047+00,,317.46033,0,5.5022655,1.75,0.655
420,STTP.JK,0,,,false,2026-03-06 06:55:09.541802+00,Siantar Top Tbk.,0,9800,,,,,2026-03-13 16:41:00.177963+00,,10.831961,0,1.833148,18.39,0.613
421,SUGI.JK,0,,,false,2026-03-06 06:55:10.905441+00,"SUGI.JK,0P0000BT07,0",0,50,,,,,2026-03-06 08:16:17.156809+00,,,,,,
422,SULI.JK,0,,,false,2026-03-06 06:55:12.253917+00,SLJ Global Tbk.,0,95,,,,,2026-03-13 16:41:00.726418+00,,,0,47499.996,-33.76,-0.572
423,SUPR.JK,0,,,false,2026-03-06 06:55:13.583642+00,Solusi Tunas Pratama Tbk.,0,43850,,,,,2026-03-06 08:16:17.909276+00,,,,,,
424,TALF.JK,0.56,,,false,2026-03-06 06:55:14.914006+00,Tunas Alfin Tbk.,3,535,,,,,2026-03-13 16:41:01.334749+00,,35.17423,,0.5935647,2.74,0.503
425,TARA.JK,0,,,false,2026-03-06 06:55:16.212091+00,Agung Semesta Sejahtera Tbk.,0,30,,,,,2026-03-13 16:41:01.880713+00,,,0,0.28922912,-0.21,-0.224
426,TAXI.JK,0,,,false,2026-03-06 06:55:17.538439+00,Express Transindo Utama Tbk.,0,13,,,,,2026-03-13 16:41:02.438917+00,,,0,2.5490196,-6.25,-0.88
427,TBIG.JK,1.59,,,false,2026-03-06 06:55:18.932478+00,Tower Bersama Infrastructure Tb,23.73,1490,,,,,2026-03-13 16:41:02.997914+00,,25.526812,83.41,3.3133717,11.9,-0.181
428,TBLA.JK,1.89,,,false,2026-03-06 06:55:20.337409+00,Tunas Baru Lampung Tbk,12,635,,,,,2026-03-13 16:41:03.569385+00,,4.6037846,34.08,0.42467788,9.51,0.163
429,TBMS.JK,4.41,,,false,2026-03-06 06:55:21.728318+00,Tembaga Mulia Semanan Tbk,57.29,1300,,,,,2026-03-13 16:41:04.150213+00,,68421.055,,12621.359,8.64,0.159
430,TCID.JK,0,,,false,2026-03-06 06:55:23.301983+00,Mandom Indonesia Tbk,0,2670,,,,,2026-03-13 16:41:04.775355+00,,,0,0.5917573,-0.25,0.217
431,TELE.JK,0,,,false,2026-03-06 06:55:24.633141+00,Omni Inovasi Indonesia Tbk.,0,9,,,,,2026-03-06 08:16:20.955421+00,,,,,,
432,TFCO.JK,0,,,false,2026-03-06 06:55:25.9155+00,Tifico Fiber Indonesia Tbk.,0,995,,,,,2026-03-13 16:41:20.79813+00,,53.49462,0,15075.758,1.75,0.797
433,TGKA.JK,6,,,false,2026-03-06 06:55:27.353832+00,Tigaraksa Satria Tbk,330,5500,,,,,2026-03-13 16:41:05.443009+00,,13.1280575,71.6,2.2902792,16.86,-0.151
434,TIFA.JK,4.76,,,false,2026-03-06 06:55:28.743832+00,KDB Tifa Finance Tbk.,18,378,,,,,2026-03-13 16:41:05.993468+00,,22.689075,107.98,1.1235688,4.95,-0.182
435,TINS.JK,1.88,,,false,2026-03-06 06:55:30.250991+00,Timah Tbk.,63.73,3390,,,,,2026-03-13 16:41:06.7821+00,,28.76294,54.01,3.315744,11.9,0.862
436,TIRA.JK,0,,,false,2026-03-06 06:55:31.625507+00,Tira Austenite Tbk,0,1000,,,,,2026-03-13 16:41:07.35575+00,,267.66595,,3.556542,0.01,-0.367
437,TIRT.JK,0,,,false,2026-03-06 06:55:33.103686+00,Tirta Mahakam Resources Tbk,0,900,,,,,2026-03-13 16:41:21.36081+00,,,0,-1.2846848,,2.093
438,TKIM.JK,0.29,,,false,2026-03-06 06:55:34.49211+00,Pabrik Kertas Tjiwi Kimia Tbk,25,8600,,,,,2026-03-13 16:41:07.940672+00,,3.8959334,1.18,9267.241,15.18,0.574
439,TMAS.JK,3.23,,,false,2026-03-06 06:55:35.900429+00,Temas Tbk.,4,124,,,,,2026-03-13 16:41:08.730122+00,,11.272727,36.36,2.3491523,18.4,
440,TMPO.JK,0,,,false,2026-03-06 06:55:37.268798+00,Tempo Intimedia Tbk.,0,120,,,,,2026-03-13 16:41:09.270026+00,,26.666666,,0.5458093,-0.7,0.723
441,TOBA.JK,3.73,,,false,2026-03-06 06:55:38.639028+00,TBS Energi Utama Tbk.,20.707632,555,,,,,2026-03-13 16:41:09.827427+00,,,0,23125,-52.41,
442,TOTL.JK,7.28,,,false,2026-03-06 06:55:40.028718+00,Total Bangun Persada Tbk,75,1030,,,,,2026-03-13 16:41:10.409485+00,,9.236839,67.25,2.8571508,32.55,0.182
443,TOTO.JK,8.03,,,false,2026-03-06 06:55:41.483916+00,Surya Toto Indonesia Tbk,22,274,,,,,2026-03-13 16:41:10.976979+00,,7.668626,67.19,1.0894935,14.79,0.033
444,TOWR.JK,5.04,,,false,2026-03-06 06:55:42.892899+00,Sarana Menara Nusantara Tbk.,22.77,452,,,,,2026-03-13 16:41:11.551986+00,,6.747276,23.73,1.0034076,15.43,-0.034
445,TPIA.JK,0.17,,,false,2026-03-06 06:55:44.328786+00,Chandra Asri Pacific Tbk.,9.5355,5450,,,,,2026-03-13 16:41:12.258435+00,,17.84954,1.93,121111.11,42.02,-0.099
446,TPMA.JK,13.68,,,false,2026-03-06 06:55:45.651751+00,Trans Power Marine Tbk.,80,585,,,,,2026-03-13 16:41:12.857344+00,,5.4357924,76.91,16250.001,17.13,0.901
447,TRAM.JK,0,,,false,2026-03-06 06:55:47.032239+00,"TRAM.JK,0P0000I0JV,0",0,50,,,,,2026-03-06 08:16:27.25017+00,,,,,,
448,TRIL.JK,0,,,false,2026-03-06 06:55:48.332246+00,"TRIL.JK,0P0000EOL4,0",0,50,,,,,2026-03-06 08:16:27.632796+00,,,,,,
449,TRIM.JK,0,,,false,2026-03-06 06:55:49.710424+00,Trimegah Sekuritas Indonesia Tb,0,494,,,,,2026-03-13 16:41:13.405003+00,,7.3055305,0,1.8953127,29.81,-0.174
450,TRIO.JK,0,,,false,2026-03-06 06:55:51.182899+00,"TRIO.JK,0P0000KSHE,0",0,426,,,,,2026-03-06 08:16:28.380481+00,,,,,,
451,TRIS.JK,5.71,,,false,2026-03-06 06:55:52.581745+00,Trisula International Tbk.,9.477586,166,,,,,2026-03-13 16:41:13.963647+00,,45.1455,,0.9939108,12.91,0.073
452,TRST.JK,1.1,,,false,2026-03-06 06:55:54.049798+00,Trias Sentosa Tbk,5,454,,,,,2026-03-13 16:41:14.557358+00,,31.837307,35.04,0.5022685,1.86,0.046
453,TRUS.JK,3.71,,,false,2026-03-06 06:55:55.465246+00,Trust Finance Indonesia Tbk,15,404,,,,,2026-03-13 16:41:30.455587+00,,15.010217,,0.79505336,4.91,-0.36
454,TSPC.JK,7.6,,,false,2026-03-06 06:55:56.954777+00,Tempo Scan Pacific Tbk,200,2630,,,,,2026-03-13 16:41:15.14168+00,,7.8978977,37.54,1.2635034,16.38,0.156
455,ULTJ.JK,2.85,,,false,2026-03-06 06:55:58.375081+00,Ultrajaya Milk Industry & Tradi,45,1580,,,,,2026-03-13 16:41:15.709929+00,,13.620689,38.79,2.0076087,17.5,
456,UNIC.JK,6.89,,,false,2026-03-06 06:55:59.828014+00,Unggul Indah Cahaya Tbk,663,9625,,,,,2026-03-13 16:41:16.283414+00,,7.8802366,37.95,12387.388,9.06,0.216
457,UNIT.JK,0,,,false,2026-03-06 06:56:01.166086+00,"UNIT.JK,0P0000EL10,0",0,316,,,,,2026-03-06 08:16:31.162037+00,,,,,,
458,UNSP.JK,0,,,false,2026-03-06 06:56:02.542141+00,Bakrie Sumatera Plantations Tbk,0,250,,,,,2026-03-13 16:41:16.869993+00,,,0,-0.11695086,,-0.025
459,UNTR.JK,7.05,,,false,2026-03-06 06:56:03.953125+00,United Tractors Tbk,2051,29075,,,,,2026-03-13 16:41:17.442185+00,,7.121687,50.24,1.0624245,15.08,-0.112
460,VICO.JK,0,,,false,2026-03-06 06:56:05.276239+00,Victoria Investama Tbk.,0,137,,,,,2026-03-13 16:41:18.027059+00,,4.481518,0,0.5501323,9.95,-0.204
461,VINS.JK,0,,,false,2026-03-06 06:56:06.623245+00,Victoria Insurance Tbk.,0,151,,,,,2026-03-13 16:41:18.583426+00,,19.133299,,1.0081655,6.14,0.749
462,VIVA.JK,0,,,false,2026-03-06 06:56:07.925527+00,Visi Media Asia Tbk.,0,34,,,,,2026-03-13 16:41:19.149977+00,,0.09970382,0,-20.897358,,0.46
463,VOKS.JK,0,,,false,2026-03-06 06:56:09.327277+00,Voksel Electric Tbk,0,194,,,,,2026-03-13 16:41:32.779834+00,,,,1.2793121,-16.13,0.065
464,VRNA.JK,0,,,false,2026-03-06 06:56:10.661179+00,Mizuho Leasing Indonesia Tbk.,0,71,,,,,2026-03-13 16:41:33.339902+00,,103.0479,,0.5452939,-1.66,-0.176
465,WAPO.JK,0,,,false,2026-03-06 06:56:12.136601+00,Wahana Pronatural Tbk.,0,122,,,,,2026-03-13 16:41:33.890236+00,,,,2.3029296,-14.17,-1.178
466,WEHA.JK,4.88,,,false,2026-03-06 06:56:13.543783+00,WEHA Transportasi Indonesia Tbk,6,123,,,,,2026-03-13 16:41:34.503584+00,,8.2,40,0.69260263,8.75,
467,WICO.JK,0,,,false,2026-03-06 06:56:14.8673+00,Wicaksana Overseas Internationa,0,123,,,,,2026-03-06 08:16:34.875823+00,,,,,,
468,WIIM.JK,3.5,,,false,2026-03-06 06:56:16.18362+00,Wismilak Inti Makmur Tbk.,64.8,1850,,,,,2026-03-13 16:41:35.132968+00,,10.211967,35.76,1.8650867,19.35,-0.455
469,WIKA.JK,0,,,false,2026-03-06 06:56:17.601079+00,Wijaya Karya (Persero) Tbk,0,204,,,,,2026-03-06 08:16:35.637973+00,,,,,,
470,WINS.JK,1.43,,,false,2026-03-06 06:56:18.977451+00,Wintermar Offshore Marine Tbk.,7,488,,,,,2026-03-13 16:41:35.71795+00,,10.737074,23.03,13189.189,9.89,0.111
471,WOMF.JK,7.45,,,false,2026-03-06 06:56:20.379148+00,Wahana Ottomitra Multiartha Tbk,22.66,304,,,,,2026-03-13 16:41:36.320058+00,,7.4236875,55.34,0.5336751,7.36,0.33
472,WSKT.JK,0,,,false,2026-03-06 06:56:21.716492+00,"WSKT.JK,0P0000XQCT,0",0,202,,,,,2026-03-06 08:16:36.811295+00,,,,,,
473,WTON.JK,0.86,,,false,2026-03-06 06:56:23.043093+00,Wijaya Karya Beton Tbk.,0.75,87,,,,,2026-03-13 16:41:36.923721+00,,18.995634,16.38,0.2106711,0.89,0.216
474,YPAS.JK,0,,,false,2026-03-06 06:56:24.377824+00,Yanaprima Hastapersada Tbk,0,645,,,,,2026-03-13 16:41:37.47622+00,,,0,3.4900897,-3.08,-0.295
475,YULE.JK,0.24,,,false,2026-03-06 06:56:25.869696+00,Yulie Sekuritas Indonesia Tbk.,8,3370,,,,,2026-03-13 16:41:22.505439+00,,103.8841,24.78,7.6633234,20.8,0.194
476,ZBRA.JK,0,,,false,2026-03-06 06:56:27.211207+00,Dosni Roha Indonesia Tbk.,0,50,,,,,2026-03-06 08:16:38.258202+00,,,,,,
477,SHIP.JK,2.72,,,false,2026-03-06 06:56:28.526821+00,Sillo Maritime Perdana Tbk.,103,3780,,,,,2026-03-13 16:41:38.037307+00,,41.470104,117.43,70000,8.41,0.943
478,CASA.JK,0,,,false,2026-03-06 06:56:29.813138+00,Capital Financial Indonesia Tbk,0,1340,,,,,2026-03-13 16:41:38.591223+00,,666.6667,0,9.49143,1.44,-0.31
479,DAYA.JK,0,,,false,2026-03-06 06:56:31.066864+00,Duta Intidaya Tbk.,0,965,,,,,2026-03-13 16:41:39.15285+00,,32.5354,0,17.102652,73.88,-0.402
480,DPUM.JK,0,,,false,2026-03-06 06:56:32.338955+00,Dua Putra Utama Makmur Tbk.,0,141,,,,,2026-03-13 16:41:39.705493+00,,,0,1.6046249,-16.4,-0.284
481,IDPR.JK,1.67,,,false,2026-03-06 06:56:33.68033+00,Indonesia Pondasi Raya Tbk.,5,300,,,,,2026-03-13 16:41:40.287742+00,,24.63054,41.02,0.90581626,3.78,0.789
482,JGLE.JK,0,,,false,2026-03-06 06:56:34.934027+00,Graha Andrasentra Propertindo T,0,55,,,,,2026-03-13 16:41:40.852726+00,,,0,1.1414815,-4.22,0.809
483,KINO.JK,2.79,,,false,2026-03-06 06:56:36.271172+00,Kino Indonesia Tbk.,32,1145,,,,,2026-03-13 16:41:41.430025+00,,11.445422,32,0.9374488,8.62,-0.235
484,MARI.JK,0,,,false,2026-03-06 06:56:37.57396+00,Mahaka Radio Integra Tbk.,0,30,,,,,2026-03-13 16:41:41.977492+00,,,,5.6915197,,0.649
485,MKNT.JK,0,,,false,2026-03-06 06:56:38.87789+00,Mitra Komunikasi Nusantara Tbk.,0,1,,,,,2026-03-06 08:16:41.732656+00,,,,,,
486,MTRA.JK,0,,,false,2026-03-06 06:56:40.158143+00,"MTRA.JK,0P00017FWO,0",0,244,,,,,2026-03-06 08:16:42.107658+00,,,,,,
487,OASA.JK,0,,,false,2026-03-06 06:56:41.485289+00,Maharaksa Biru Energi Tbk.,0,254,,,,,2026-03-13 16:41:42.537451+00,,70.03033,,2.7270775,-12.43,-0.657
488,POWR.JK,9.63,,,false,2026-03-06 06:56:42.830144+00,Cikarang Listrindo Tbk.,69.78584,725,,,,,2026-03-13 16:41:43.089803+00,,9.345192,92.39,16111.11,10.13,0.005
489,INCF.JK,0,,,false,2026-03-06 06:56:44.137902+00,Indo Komoditi Korpora Tbk.,0,55,,,,,2026-03-13 16:41:43.624682+00,,,,0.62334245,-0.57,-0.028
490,WSBP.JK,0,,,false,2026-03-06 06:56:45.593158+00,Waskita Beton Precast Tbk.,0,19,,,,,2026-03-13 16:41:44.201869+00,,,0,-0.5827863,,0.005
491,PBSA.JK,4.45,,,false,2026-03-06 06:56:46.943672+00,Paramita Bangun Sarana Tbk.,55,1235,,,,,2026-03-13 16:41:44.862188+00,,15.94989,71.03,4.828028,31.7,-0.171
492,PRDA.JK,7.12,,,false,2026-03-06 06:56:48.309347+00,Prodia Widyahusada Tbk.,172.92627,2430,,,,,2026-03-13 16:41:45.446373+00,,11.75162,83.64,0.9357105,8.07,-0.203
493,BOGA.JK,0,,,false,2026-03-06 06:56:49.590862+00,Apollo Global Interactive Tbk.,0,1420,,,,,2026-03-13 16:41:46.004691+00,,,0,11.696388,-5.71,0.055
494,BRIS.JK,1.07,,,false,2026-03-06 06:56:50.877084+00,Bank Syariah Indonesia Tbk.,22.781273,2130,,,,,2026-03-13 16:41:46.643747+00,,12.989389,13.89,1.8912387,15.6,0.009
495,PORT.JK,0,,,false,2026-03-06 06:56:52.187507+00,Nusantara Pelabuhan Handal Tbk.,0,875,,,,,2026-03-13 16:41:47.179854+00,,19.05073,0,2.3098834,12.96,0.682
496,CARS.JK,0,,,false,2026-03-06 06:56:53.510668+00,Industri dan Perdagangan Bintra,0,93,,,,,2026-03-13 16:41:47.735113+00,,6.6906476,0,1.4881428,20.04,-0.298
497,MINA.JK,0,,,false,2026-03-06 06:56:54.804411+00,Sanurhasta Mitra Tbk.,0,244,,,,,2026-03-13 16:41:48.293785+00,,,0,9.545793,-4.08,-0.3
498,CLEO.JK,0.61,,,false,2026-03-06 06:56:56.145387+00,Sariguna Primatirta Tbk.,2.5,408,,,,,2026-03-13 16:41:48.911485+00,,22.13782,13.55,4.506395,22.02,-0.469
499,TAMU.JK,0,,,false,2026-03-06 06:56:57.408002+00,Pelayaran Tamarin Samudra Tbk.,0,30,,,,,2026-03-13 16:41:49.444316+00,,,0,29999.998,-52.7,-0.135
500,CSIS.JK,0,,,false,2026-03-06 06:56:58.680606+00,Cahayasakti Investindo Sukses T,0,160,,,,,2026-03-13 16:41:49.963001+00,,23.12807,,1.1641698,4.99,-0.195
501,TGRA.JK,0,,,false,2026-03-06 06:56:59.922159+00,Terregra Asia Energy Tbk.,0,27,,,,,2026-03-06 08:16:47.567941+00,,,,,,
502,FIRE.JK,0,,,false,2026-03-06 06:57:01.22477+00,Alfa Energi Investama Tbk.,0,134,,,,,2026-03-13 16:41:50.513126+00,,,0,0.8534216,-3.42,-0.755
503,TOPS.JK,0,,,false,2026-03-06 06:57:02.49275+00,Totalindo Eka Persada Tbk.,0,1,,,,,2026-03-06 08:16:48.27389+00,,,,,,
504,KMTR.JK,0,,,false,2026-03-06 06:57:03.769079+00,Kirana Megatara Tbk.,0,260,,,,,2026-03-13 16:41:51.068877+00,,0.10211736,0,0.9600153,12.58,-0.117
505,ARMY.JK,0,,,false,2026-03-06 06:57:05.032233+00,"ARMY.JK,0P0001AP00,0",0,50,,,,,2026-03-06 08:16:49.010737+00,,,,,,
506,MAPB.JK,0,,,false,2026-03-06 06:57:06.301196+00,MAP Boga Adiperkasa Tbk.,0,1540,,,,,2026-03-13 16:41:21.910489+00,,,0,2.5566149,-11.54,0.414
507,WOOD.JK,0,,,false,2026-03-06 06:57:07.608556+00,Integra Indocabinet Tbk.,0,300,,,,,2026-03-13 16:41:51.630261+00,,11.355034,0,0.41697884,3.68,0.216
508,HRTA.JK,0.84,,,false,2026-03-06 06:57:08.966597+00,Hartadinata Abadi Tbk.,21,2490,,,,,2026-03-13 16:41:52.198731+00,,16.020075,13.51,4.0677166,28.48,0.249
509,MABA.JK,0,,,false,2026-03-06 06:57:10.225542+00,"MABA.JK,0P0001B2S6,0",0,50,,,,,2026-03-06 08:16:50.504842+00,,,,,,
510,HOKI.JK,1.49,,,false,2026-03-06 06:57:11.529203+00,Buyung Poetra Sembada Tbk.,1,67,,,,,2026-03-13 16:41:53.02552+00,,,30.86,1.033249,-3.74,-0.083
511,MPOW.JK,0,,,false,2026-03-06 06:57:12.792308+00,Megapower Makmur Tbk.,0,92,,,,,2026-03-13 16:41:53.579116+00,,13.990267,,0.6632973,-7.04,-0.036
512,MARK.JK,9.27,,,false,2026-03-06 06:57:14.133895+00,Mark Dynamics Indonesia Tbk.,70,755,,,,,2026-03-13 16:41:54.137568+00,,10.647299,98.69,3.2911227,30.82,0.288
513,NASA.JK,0,,,false,2026-03-06 06:57:15.440274+00,Andalan Perkasa Abadi Tbk.,0,36,,,,,2026-03-13 16:41:54.670492+00,,63.157894,0,0.3625122,0.57,0.085
514,MDKI.JK,4.19,,,false,2026-03-06 06:57:16.803262+00,Emdeki Utama Tbk.,8,191,,,,,2026-03-13 16:41:55.210555+00,,12.36086,,0.5020529,3.44,0.118
515,BELL.JK,0.57,,,false,2026-03-06 06:57:18.127885+00,Trisula Textile Industries Tbk.,0.69,122,,,,,2026-03-13 16:41:55.823262+00,,1876.9231,,3.7537308,2.88,1.174
516,KIOS.JK,0,,,false,2026-03-06 06:57:19.444223+00,Kioson Komersial Indonesia Tbk.,0,97,,,,,2026-03-13 16:41:56.465132+00,,,0,0.76995736,-3.52,-0.163
517,GMFI.JK,0,,,false,2026-03-06 06:57:20.765405+00,Garuda Maintenance Facility Aer,0,55,,,,,2026-03-13 16:41:56.998637+00,,4.9239035,0,-9166.667,,-0.104
518,MTWI.JK,2.26,,,false,2026-03-06 06:57:22.087675+00,Malacca Trust Wuwungan Insuranc,7.901609,350,,,,,2026-03-13 16:41:57.545403+00,,78.82883,,2.5811207,24.57,-0.052
519,ZINC.JK,0,,,false,2026-03-06 06:57:23.3919+00,Kapuas Prima Coal Tbk.,0,32,,,,,2026-03-13 16:41:58.076265+00,,,0,1.739036,-36.47,0.427
520,MCAS.JK,0,,,false,2026-03-06 06:57:24.648314+00,M Cash Integrasi Tbk.,0,452,,,,,2026-03-13 16:41:59.057605+00,,,0,2.2751067,-8.4,-0.395
521,PPRE.JK,0,,,false,2026-03-06 06:57:25.940777+00,PP Presisi Tbk.,0,169,,,,,2026-03-13 16:41:59.599504+00,,0.17588776,0,0.6501175,8.17,0.369
522,WEGE.JK,1.25,,,false,2026-03-06 06:57:27.23588+00,Wijaya Karya Bangunan Gedung Tb,0.71,57,,,,,2026-03-13 16:42:00.423023+00,,,13.71,0.21383794,-1.15,0.239
523,PSSI.JK,2.27,,,false,2026-03-06 06:57:28.547774+00,IMC Pelita Logistik Tbk.,8,352,,,,,2026-03-13 16:42:00.98583+00,,69.42801,163.67,11733.334,1.11,0.182
524,MORA.JK,0,,,false,2026-03-06 06:57:29.858273+00,Mora Telematika Indonesia Tbk.,0,4480,,,,,2026-03-13 16:42:01.547432+00,,406.53357,0,15.058975,4.06,-0.56
525,DWGL.JK,0,,,false,2026-03-06 06:57:31.176205+00,Dwi Guna Laksana Tbk.,0,274,,,,,2026-03-13 16:42:02.112022+00,,15.104741,0,6.0766006,50.36,-0.027
526,PBID.JK,11,,,false,2026-03-06 06:57:32.691784+00,Panca Budi Idaman Tbk.,55,500,,,,,2026-03-13 16:42:02.703589+00,,9.347541,102.8,1.3191985,14.49,-0.107
527,JMAS.JK,0,,,false,2026-03-06 06:57:33.997411+00,Asuransi Jiwa Syariah Jasa Mitr,0,200,,,,,2026-03-13 16:42:03.2601+00,,156.25,,1.5596366,,-0.113
528,CAMP.JK,0,,,false,2026-03-06 06:57:35.290325+00,Campina Ice Cream Industry Tbk.,0,200,,,,,2026-03-13 16:42:03.827154+00,,13.850416,0,1.198624,9.06,0.364
529,IPCM.JK,6.23,,,false,2026-03-06 06:57:36.58084+00,Jasa Armada Indonesia Tbk.,19.92,320,,,,,2026-03-13 16:42:04.411305+00,,9.060022,67.14,1.2747074,14.41,-0.157
530,PCAR.JK,0,,,false,2026-03-06 06:57:37.849386+00,Prima Cakrawala Abadi Tbk.,0,38,,,,,2026-03-13 16:42:04.933927+00,,35.185184,0,0.6818345,1.07,-0.757
531,LCKM.JK,0,,,false,2026-03-06 06:57:39.227742+00,LCK Global Kedaton Tbk.,0,150,,,,,2026-03-13 16:42:05.49396+00,,98.94459,,1.1206574,1.66,-0.242
532,BOSS.JK,0,,,false,2026-03-06 06:57:40.543147+00,"BOSS.JK,0P0001CQ56,0",0,50,,,,,2026-03-06 08:16:59.079223+00,,,,,,
533,HELI.JK,0,,,false,2026-03-06 06:57:41.854212+00,Jaya Trishindo Tbk.,0,190,,,,,2026-03-13 16:42:06.055807+00,,8.105802,0,2.0327594,28.67,1.204
534,JSKY.JK,0,,,false,2026-03-06 06:57:43.271867+00,"JSKY.JK,0P0001D26O,0",0,52,,,,,2026-03-06 08:16:59.824273+00,,,,,,
535,INPS.JK,0,,,false,2026-03-06 06:57:44.548137+00,Indah Prakasa Sentosa Tbk.,0,635,,,,,2026-03-13 16:42:06.61941+00,,,0,-13.34314,,1.399
536,GHON.JK,9.94,,,false,2026-03-06 06:57:45.845042+00,"Gihon Telekomunikasi Indonesia ",180,1810,,,,,2026-03-13 16:42:07.199847+00,,11.078875,,1.2723184,10.93,0.166
537,TDPM.JK,0,,,false,2026-03-06 06:57:47.107391+00,"TDPM.JK,0P0001D349,0",0,119,,,,,2026-03-06 08:17:00.903441+00,,,,,,
538,DFAM.JK,0,,,false,2026-03-06 06:57:48.363995+00,Dafam Property Indonesia Tbk.,0,76,,,,,2026-03-13 16:42:07.759409+00,,,0,8.11359,-60.89,0.316
539,NICK.JK,0,,,false,2026-03-06 06:57:49.672172+00,Charnic Capital Tbk.,0,1080,,,,,2026-03-13 16:42:08.31103+00,,3.2732332,,2.257629,42.05,-0.458
540,BTPS.JK,6.95,,,false,2026-03-06 06:57:50.984143+00,Bank BTPN Syariah Tbk.,74,1065,,,,,2026-03-13 16:42:08.86283+00,,6.827799,47.44,0.82382196,12.46,0.473
541,SPTO.JK,11.02,,,false,2026-03-06 06:57:52.295634+00,Surya Pertiwi Tbk.,70,635,,,,,2026-03-13 16:42:09.40702+00,,6.519507,71.86,1.0017384,12.25,-0.173
542,PRIM.JK,0,,,false,2026-03-06 06:57:53.57312+00,Royal Prima Tbk.,0,70,,,,,2026-03-13 16:42:10.053212+00,,,0,0.24772449,-0.75,-0.061
543,HEAL.JK,0.81,,,false,2026-03-06 06:57:54.89982+00,Medikaloka Hermina Tbk.,10.5,1300,,,,,2026-03-13 16:42:10.647793+00,,46.0177,37.23,3.5651994,8.41,0.011
544,TRUK.JK,0,,,false,2026-03-06 06:57:56.201392+00,Guna Timur Raya Tbk.,0,268,,,,,2026-03-13 16:42:11.172742+00,,,,2.7516248,-15,0.082
545,PZZA.JK,0,,,false,2026-03-06 06:57:57.518915+00,Sarimelati Kencana Tbk.,0,197,,,,,2026-03-13 16:42:11.721247+00,,14.879154,0,0.57233834,3.95,0.407
546,TUGU.JK,6.41,,,false,2026-03-06 06:57:58.88692+00,Asuransi Tugu Pratama Indonesia,78.84567,1230,,,,,2026-03-13 16:42:12.271013+00,,9.608624,61.6,0.43031955,5.06,0.01
547,MSIN.JK,0,,,false,2026-03-06 06:58:00.23329+00,MNC Digital Entertainment Tbk.,0,490,,,,,2026-03-13 16:42:12.817187+00,,65.24634,0,4.120937,6.44,0.454
548,SWAT.JK,0,,,false,2026-03-06 06:58:01.504148+00,Sriwahana Adityakarta Tbk.,0,16,,,,,2026-03-06 08:17:04.976011+00,,,,,,
549,TNCA.JK,0,,,false,2026-03-06 06:58:02.79304+00,Trimuda Nuansa Citra Tbk.,0,179,,,,,2026-03-13 16:42:13.36557+00,,55.745872,,1.7027673,1.06,0.637
550,MAPA.JK,0.67,,,false,2026-03-06 06:58:04.138169+00,Map Aktif Adiperkasa Tbk.,4,595,,,,,2026-03-13 16:42:13.917202+00,,11.907144,8,2.083866,18.56,0.409
551,TCPI.JK,0.04,,,false,2026-03-06 06:58:05.480203+00,Transcoal Pacific Tbk.,5,11300,,,,,2026-03-13 16:42:14.46699+00,,296.43234,13.16,26.767038,9.44,0.035
552,IPCC.JK,7.89,,,false,2026-03-06 06:58:49.259014+00,Indonesia Kendaraan Terminal Tb,95.1063,1205,,,,,2026-03-13 16:42:15.022881+00,,8.608988,66.71,1.6325591,19.58,0.098
553,RISE.JK,0,,,false,2026-03-06 06:58:50.577229+00,Jaya Sukses Makmur Sentosa Tbk.,0,2200,,,,,2026-03-13 16:42:15.558823+00,,606.0606,0,16.548195,2.25,1.068
554,BPTR.JK,0,,,false,2026-03-06 06:58:51.854904+00,Batavia Prosperindo Trans Tbk.,0,79,,,,,2026-03-13 16:42:16.20075+00,,9.538759,,0.4858011,3.26,0.507
555,POLL.JK,0,,,false,2026-03-06 06:58:53.159509+00,Pollux Properties Indonesia Tbk,0,112,,,,,2026-03-06 08:17:07.602152+00,,,,,,
556,NFCX.JK,0,,,false,2026-03-06 06:58:54.489791+00,NFC Indonesia Tbk.,0,1760,,,,,2026-03-13 16:42:16.748333+00,,,0,4.2119775,-8.63,-1.567
557,MGRO.JK,0,,,false,2026-03-06 06:58:55.834974+00,Mahkota Group Tbk.,0,695,,,,,2026-03-13 16:42:17.275029+00,,132.38095,0,6.6903477,-1.46,-0.094
558,NUSA.JK,0,,,false,2026-03-06 06:58:57.144308+00,"NUSA.JK,0P0001DYYE,0",0,50,,,,,2026-03-06 08:17:08.716985+00,,,,,,
